,,,,,,
,,,,,,
,Ponto,FILIAL,BAIRRO,OCORRÊNCIAS,Total,% 
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  COLAGEM,4,"0,24%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,ITINERARIO  AUSENTE,1,"0,06%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,ITINERARIO  DANIFICADO PARCIALMENTE,1,"0,06%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,PAINEL  SUJO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,PISO  ENTORNO INADEQUADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,PISO  PODOTATIL AUSENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,TOTEM  COM COLAGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,PISO  PODOTATIL DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,PISO  SUJO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,TOTEM  PICHAÇÃO,1,"0,06%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,VIDRO  QUEBRADO,1,"0,06%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,VIDRO  PICHAÇÃO,1,"0,06%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,VIDRO  RESINA,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,VIDRO  RISCADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,SAPOPEMBA,VIDROS  COLAGEM,2,"0,12%"
,ABRIGOS,FILIAL LESTE,TATUAPE,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,COBERTURA  DANIFICADA,1,"0,06%"
,ABRIGOS,FILIAL LESTE,TATUAPE,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ELÉTRICA  LUMINÁRIA AUSENTE,2,"0,12%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ELÉTRICA  LUMINÁRIA DANIFICADA,2,"0,12%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,1,"0,06%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ITINERARIO  AUSENTE,5,"0,30%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ITINERARIO  DANIFICADO PARCIALMENTE,1,"0,06%"
,ABRIGOS,FILIAL LESTE,TATUAPE,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,PAINEL  SUJO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,PISO  ENTORNO INADEQUADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,PISO  PODOTATIL AUSENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,TOTEM  COM COLAGEM,2,"0,12%"
,ABRIGOS,FILIAL LESTE,TATUAPE,PISO  PODOTATIL DANIFICADO,1,"0,06%"
,ABRIGOS,FILIAL LESTE,TATUAPE,PISO  SUJO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,TOTEM  PICHAÇÃO,1,"0,06%"
,ABRIGOS,FILIAL LESTE,TATUAPE,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,TATUAPE,VIDRO  PICHAÇÃO,1,"0,06%"
,ABRIGOS,FILIAL LESTE,TATUAPE,VIDRO  RESINA,1,"0,06%"
,ABRIGOS,FILIAL LESTE,TATUAPE,VIDRO  RISCADO,3,"0,18%"
,ABRIGOS,FILIAL LESTE,TATUAPE,VIDROS  COLAGEM,5,"0,30%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,COBERTURA  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,COBERTURA  SEM PLACAS,1,"0,06%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,COBERTURA  SUJA,2,"0,12%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,2,"0,12%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ESTRUTURA ABRIGO  PICHAÇÃO,1,"0,06%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ITINERARIO  AUSENTE,2,"0,12%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ITINERARIO  DANIFICADO PARCIALMENTE,3,"0,18%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,PAINEL  SUJO,2,"0,12%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,PISO  ENTORNO INADEQUADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,PISO  PODOTATIL AUSENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,TOTEM  COM COLAGEM,1,"0,06%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,PISO  PODOTATIL DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,PISO  SUJO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,TOTEM  PICHAÇÃO,1,"0,06%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,VIDRO  PICHAÇÃO,4,"0,24%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,VIDRO  RESINA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,VIDRO  RISCADO,4,"0,24%"
,ABRIGOS,FILIAL LESTE,VILA FORMOSA,VIDROS  COLAGEM,1,"0,06%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,COBERTURA  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ELÉTRICA  LUMINÁRIA DANIFICADA,5,"0,30%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ITINERARIO  AUSENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ITINERARIO  DANIFICADO PARCIALMENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,PAINEL  SUJO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,PISO  ENTORNO INADEQUADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,PISO  PODOTATIL AUSENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,TOTEM  COM COLAGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,PISO  PODOTATIL DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,PISO  SUJO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,TOTEM  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,VIDRO  PICHAÇÃO,1,"0,06%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,VIDRO  RESINA,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,VIDRO  RISCADO,,"0,00%"
,ABRIGOS,FILIAL LESTE,VILA MATILDE,VIDROS  COLAGEM,1,"0,06%"
,ABRIGOS,FILIAL SUL,BUTANTA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,COBERTURA  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ITINERARIO  AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ITINERARIO  DANIFICADO PARCIALMENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,PAINEL  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,PISO  ENTORNO INADEQUADO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,PISO  PODOTATIL AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,TOTEM  COM COLAGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,PISO  PODOTATIL DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,PISO  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,TOTEM  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,VIDRO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,VIDRO  RESINA,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,VIDRO  RISCADO,,"0,00%"
,ABRIGOS,FILIAL SUL,BUTANTA,VIDROS  COLAGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,COBERTURA  DANIFICADA,1,"0,06%"
,ABRIGOS,FILIAL SUL,CURSINO,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ELÉTRICA  LUMINÁRIA ACESA DE DIA,1,"0,06%"
,ABRIGOS,FILIAL SUL,CURSINO,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ELÉTRICA  LUMINÁRIA DANIFICADA,5,"0,30%"
,ABRIGOS,FILIAL SUL,CURSINO,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ESTRUTURA ABRIGO  SPIDER,1,"0,06%"
,ABRIGOS,FILIAL SUL,CURSINO,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ITINERARIO  AUSENTE,4,"0,24%"
,ABRIGOS,FILIAL SUL,CURSINO,ITINERARIO  DANIFICADO PARCIALMENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,PAINEL  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,PISO  ENTORNO INADEQUADO,,"0,00%"
,ABRIGOS,FILIAL SUL,CURSINO,PISO  PODOTATIL AUSENTE,1,"0,06%"
