FILIAL,DATA,SEMANA,ORIGEM,COD. ELERO,PRIMARY KEY,CODIGO SPTRANS,EQUIPAMENTO,OCORRÊNCIA,STATUS,CONCLUIDO,PENDENTE,PORCENTAGEM ATENDIMENTO,DATA DE RESPOSTA,SLA,EQUIP - RESUMO,INDICE,DIAS EM ABERTO
SUL,08/01/2025,2,COP,A08538,720011697-1,720011697,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,16/01/2025,8,ABRIGO,158,
SUL,08/01/2025,2,SAC,A01221,790009966,790009966,CAOS ESTRUTURADO,ILUMINAÇÃO,CONCLUIDO,1,0,100%,15/01/2025,7,ABRIGO,159,
SUL,08/01/2025,2,SAC,A01220,790009996,790009996,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,16/01/2025,8,ABRIGO,160,
LESTE,08/01/2025,2,SAC,T03339,VERIFICAR,820012545,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,20/01/2025,12,ABRIGO,161,
LESTE,08/01/2025,2,SAC,A02569,8210237,8210237,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,17/01/2025,9,ABRIGO,162,
LESTE,08/01/2025,2,SAC,A02733,820008852,820008852,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,17/01/2025,9,ABRIGO,163,
0,09/01/2025,2,SAC,A07805,670016862,670016862,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,09/01/2025,0,ABRIGO,164,
MATRIZ,09/01/2025,2,SAC,A07866,640001391,640001391,CAOS LEVE,OUTRO,CONCLUIDO,1,0,100%,09/01/2025,0,ABRIGO,165,
LESTE,09/01/2025,2,SAC,A06560,360004795,360004795,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,24/01/2025,15,ABRIGO,166,
MATRIZ,09/01/2025,2,SAC,T00378,VERIFICAR,4114497,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,15/01/2025,6,TOTEM,167,
SUL,09/01/2025,2,COP,A06303,230009867-1,230009867,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,20/01/2025,11,ABRIGO,168,
LESTE,09/01/2025,2,COP,A08492,408989,408989,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,21/01/2025,12,ABRIGO,169,
MATRIZ,09/01/2025,2,COP,A02962,800016597,800016597,CORBUCCI,VIDRO EM GERAL,CONCLUIDO,1,0,100%,30/01/2025,21,ABRIGO,170,
SUL,09/01/2025,2,SAC,T18637,6905515,6905515,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,15/01/2025,6,TOTEM,171,
LESTE,09/01/2025,2,SAC,T07685,360004796,360004796,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,17/01/2025,8,TOTEM,172,
LESTE,09/01/2025,2,SAC,A06558,360004794,360004794,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,17/01/2025,8,ABRIGO,173,
SUL,09/01/2025,2,SAC,A03567,190011834-1,190011834,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,20/01/2025,11,ABRIGO,174,
SUL,09/01/2025,2,SAC,A03562,190011835-1,190011835,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,16/01/2025,7,ABRIGO,175,
LESTE,09/01/2025,2,SAC,T03209,3608893,3608893,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,17/01/2025,8,TOTEM,176,
MATRIZ,09/01/2025,2,SAC,A00516,6110854,6110854,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,21/01/2025,12,ABRIGO,177,
MATRIZ,09/01/2025,2,SAC,T00143,630015018,630015018,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,21/01/2025,12,TOTEM,178,
SUL,09/01/2025,2,SAC,A01526,790016097,790016097,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,16/01/2025,7,ABRIGO,179,
MATRIZ,09/01/2025,2,SAC,CRIAR CODIGO,VERIFICAR,3406071,BRUTALISTA,ILUMINAÇÃO,CONCLUIDO,1,0,100%,04/02/2025,,ABRIGO,180,
MATRIZ,09/01/2025,2,SAC,A03092,410003480,410003480,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,15/01/2025,6,ABRIGO,181,
LESTE,10/01/2025,2,SAC,A06722,460008326,460008326,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,21/01/2025,11,ABRIGO,182,
SUL,10/01/2025,2,SAC,T09115,VERIFICAR,530015351,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,16/01/2025,6,TOTEM,183,
MATRIZ,10/01/2025,2,COP,A04894,380004373,380004373,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,16/01/2025,6,ABRIGO,184,
LESTE,10/01/2025,2,TWITTER,T10383,700016773,700016773,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,17/01/2025,7,TOTEM,185,
SUL,10/01/2025,2,SAC,A03490,170013015,170013015,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,20/01/2025,10,ABRIGO,186,
MATRIZ,10/01/2025,2,COP,A04740,130001527,130001527,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,16/01/2025,6,ABRIGO,187,
LESTE,10/01/2025,2,TWITTER,A03970,1410086,1410086,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,16/01/2025,6,ABRIGO,188,
SUL,10/01/2025,2,SAC,A08590,720011700-1,720011700,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,30/01/2025,20,ABRIGO,189,
SUL,10/01/2025,2,SAC,A08515,720011701-1,720011701,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,29/01/2025,19,ABRIGO,190,
SUL,10/01/2025,2,SAC,A08518,720011702-1,720011702,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,16/01/2025,6,ABRIGO,191,
SUL,10/01/2025,2,SAC,A07895,720011693-1,720011693,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,29/01/2025,19,ABRIGO,192,
SUL,10/01/2025,2,SAC,A07874,720011686-1,720011686,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,22/01/2025,12,ABRIGO,193,
MATRIZ,11/01/2025,2,COP,A00234,960011469,960011469,CAOS ESTRUTURADO,VIDRO EM GERAL,CONCLUIDO,1,0,100%,10/02/2025,,ABRIGO,194,
MATRIZ,11/01/2025,2,COP,A00223,120011455,120011455,CAOS ESTRUTURADO,VIDRO EM GERAL,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,195,
MATRIZ,11/01/2025,2,COP,A00237,960011471,960011471,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,196,
MATRIZ,11/01/2025,2,SAC,T02445,940004139,940004139,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,15/01/2025,4,TOTEM,197,
MATRIZ,12/01/2025,3,COP,A07347,VERIFICAR,410003590,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,22/01/2025,10,ABRIGO,198,
SUL,12/01/2025,3,SAC,T01169,690006906,690006906,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,15/01/2025,3,TOTEM,199,
0,13/01/2025,3,SAC,CRIAR CODIGO,VERIFICAR,4203486,ABRIGO ANTIGO,SUBSTITUIÇÃO DE EQUIPAMENTO,CONCLUIDO,1,0,100%,13/01/2025,0,ABRIGO,200,
SUL,13/01/2025,3,SAC,A01617,920016367,920016367,CAOS ESTRUTURADO,VIDRO EM GERAL,CONCLUIDO,1,0,100%,20/01/2025,7,ABRIGO,201,
SUL,13/01/2025,3,SAC,T07434,330016200,330016200,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,9,TOTEM,202,
SUL,13/01/2025,3,SAC,A00837,170011213,170011213,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,22/01/2025,9,ABRIGO,203,
MATRIZ,13/01/2025,3,SAC,A04587,9600691,9600691,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,20/01/2025,7,ABRIGO,204,
MATRIZ,13/01/2025,3,COP,A02332,880000726,880000726,CAOS ESTRUTURADO,PAINEL DANIFICADO,CONCLUIDO,1,0,100%,04/02/2025,,ABRIGO,205,
MATRIZ,13/01/2025,3,SAC,T02206,940003794,940003794,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,15/01/2025,2,TOTEM,206,
SUL,13/01/2025,3,SAC,T01270,270016140,270016140,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,16/01/2025,3,TOTEM,207,
SUL,13/01/2025,3,SAC,T15230,270016804,270016804,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,16/01/2025,3,TOTEM,208,
SUL,13/01/2025,3,SAC,T01195,270016262,270016262,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,22/01/2025,9,TOTEM,209,
LESTE,13/01/2025,3,SAC,T07697,VERIFICAR,360004963,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,17/01/2025,4,TOTEM,210,
MATRIZ,13/01/2025,3,SAC,T17702,1114304,1114304,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,17/01/2025,4,TOTEM,211,
MATRIZ,13/01/2025,3,SAC,T15668,VERIFICAR,620003268,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,14/01/2025,1,TOTEM,212,
LESTE,13/01/2025,3,SAC,A00341,70016782-1,70016782,MINIMALISTA TOP,ADESIVO,CONCLUIDO,1,0,100%,17/01/2025,4,ABRIGO,213,
LESTE,13/01/2025,3,SAC,A05517,250005764,250005764,BRUTALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,21/01/2025,8,ABRIGO,214,
MATRIZ,13/01/2025,3,COP,A07867,640001393,640001393,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,9,ABRIGO,215,
MATRIZ,13/01/2025,3,COP,A07868,640001403,640001403,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,9,ABRIGO,216,
MATRIZ,13/01/2025,3,SAC,A08747,5113394,5113394,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,15/01/2025,2,ABRIGO,217,
SUL,13/01/2025,3,SAC,A01526,790016097,790016097,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,16/01/2025,3,ABRIGO,218,
LESTE,14/01/2025,3,SAC,A05769,2515517,2515517,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,28/01/2025,14,ABRIGO,219,
LESTE,14/01/2025,3,SAC,A05516,250005796,250005796,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,22/01/2025,8,ABRIGO,220,
LESTE,14/01/2025,3,SAC,A06651,950006565,950006565,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,18/02/2025,,ABRIGO,221,
LESTE,14/01/2025,3,SAC,T00516,70002856,70002856,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,30/01/2025,16,TOTEM,222,
LESTE,14/01/2025,3,SAC,A05771,250012255,250012255,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,28/01/2025,14,ABRIGO,223,
LESTE,14/01/2025,3,SAC,CRIAR CODIGO,VERIFICAR,8615331,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,23/01/2025,9,ABRIGO,224,
SUL,14/01/2025,3,SAC,T19331,5614811,5614811,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,23/01/2025,9,TOTEM,225,
MATRIZ,14/01/2025,3,COP,T00358,VERIFICAR,730000543,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,21/01/2025,7,TOTEM,226,
LESTE,14/01/2025,3,SAC,A05736,320007129-1,320007129,BRUTALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,23/01/2025,9,ABRIGO,227,
MATRIZ,15/01/2025,3,SAC,A05126,910000995,910000995,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,23/01/2025,8,ABRIGO,228,
LESTE,15/01/2025,3,SAC,A06331,320007475,320007475,BRUTALISTA LEVE,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,23/01/2025,8,ABRIGO,229,
MATRIZ,15/01/2025,3,SAC,A00234,960011469,960011469,CAOS ESTRUTURADO,VIDRO EM GERAL,CONCLUIDO,1,0,100%,10/02/2025,,ABRIGO,230,
MATRIZ,15/01/2025,3,SAC,CRIAR CODIGO,VERIFICAR,6114513,TOTEM ANTIGO,SUBSTITUIÇÃO DE EQUIPAMENTO,CONCLUIDO,1,0,100%,30/01/2025,15,ABRIGO,231,
LESTE,15/01/2025,3,SAC,A01990,260010082,260010082,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,23/01/2025,8,ABRIGO,232,
SUL,15/01/2025,3,COP,T18103,4203879,4203879,TOTEM,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,24/01/2025,9,TOTEM,233,
SUL,15/01/2025,3,SAC,T17897,330016300,330016300,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,22/01/2025,7,TOTEM,234,
LESTE,15/01/2025,3,SAC,A07972,8914776,8914776,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,22/01/2025,7,ABRIGO,235,
LESTE,15/01/2025,3,SAC,A06561,890004797,890004797,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,22/01/2025,7,ABRIGO,236,
SUL,15/01/2025,3,COP,A07581,230009856-1,230009856,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,23/01/2025,8,ABRIGO,237,
SUL,15/01/2025,3,COP,A07671,230009852,230009852,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,23/01/2025,8,ABRIGO,238,
LESTE,15/01/2025,3,SAC,A06330,320007474,320007474,BRUTALISTA LEVE,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,22/01/2025,7,ABRIGO,239,
LESTE,15/01/2025,3,COP,A01918,6700173,6700173,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,23/01/2025,8,ABRIGO,240,
LESTE,15/01/2025,3,SAC,A00505,700016638,700016638,CAOS ESTRUTURADO,ADESIVO,CONCLUIDO,1,0,100%,23/01/2025,8,ABRIGO,241,
SUL,15/01/2025,3,SAC,T01226,330016311,330016311,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,7,TOTEM,242,
LESTE,15/01/2025,3,COP,T03023,80014493,80014493,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,7,TOTEM,243,
LESTE,15/01/2025,3,COP,A05333,80014491,80014491,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,7,ABRIGO,244,
LESTE,15/01/2025,3,COP,A02564,100014499,100014499,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,22/01/2025,7,ABRIGO,245,
SUL,15/01/2025,3,SAC,A01732,530015285,530015285,CAOS ESTRUTURADO,ADESIVO,CONCLUIDO,1,0,100%,29/01/2025,14,ABRIGO,246,
SUL,16/01/2025,3,SAC,A07404,8506746,8506746,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,22/01/2025,6,ABRIGO,247,
MATRIZ,16/01/2025,3,SAC,A03659,220013851,220013851,CAOS LEVE,COBERTURA DANIFICADA,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,248,
MATRIZ,16/01/2025,3,SAC,A06612,950006652,950006652,CAOS LEVE,COBERTURA DANIFICADA,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,249,
SUL,16/01/2025,3,SAC,T19602,1603329,1603329,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,23/01/2025,7,TOTEM,250,
MATRIZ,16/01/2025,3,SAC,A02855,6415330,6415330,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,23/01/2025,7,ABRIGO,251,
LESTE,16/01/2025,3,COP,T19419,VERIFICAR,820012575,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,23/01/2025,7,TOTEM,252,
LESTE,16/01/2025,3,COP,A01986,6714619,6714619,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,24/01/2025,8,ABRIGO,253,
LESTE,16/01/2025,3,COP,T16611,VERIFICAR,860002565,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,17/01/2025,1,TOTEM,254,
MATRIZ,16/01/2025,3,SAC,A08494,640000131,640000131,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,23/01/2025,7,ABRIGO,255,
SUL,16/01/2025,3,SAC,A01127,3702773,3702773,CAOS ESTRUTURADO,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,22/01/2025,6,ABRIGO,256,
LESTE,17/01/2025,3,LIDIA,A05335,80014474,80014474,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,28/01/2025,11,ABRIGO,257,
LESTE,17/01/2025,3,LIDIA,A02563,100014328,100014328,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,28/01/2025,11,ABRIGO,258,
LESTE,17/01/2025,3,LIDIA,T03338,VERIFICAR,820012544,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,28/01/2025,11,ABRIGO,259,
LESTE,17/01/2025,3,LIDIA,T03339,VERIFICAR,820012545,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,27/01/2025,10,ABRIGO,260,
LESTE,17/01/2025,3,TWITTER,A00347,70016924-1,70016924,MINIMALISTA TOP,ADESIVO,CONCLUIDO,1,0,100%,28/01/2025,11,ABRIGO,261,
LESTE,17/01/2025,3,FACEBOOK,A02542,40012588,40012588,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,262,
LESTE,17/01/2025,3,FACEBOOK,T05103,40012589,40012589,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,TOTEM,263,
LESTE,17/01/2025,3,FACEBOOK,A05231,40012590,40012590,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,21/01/2025,4,ABRIGO,264,
LESTE,17/01/2025,3,FACEBOOK,A05227,40012591,40012591,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,265,
LESTE,17/01/2025,3,FACEBOOK,A05234,40012592,40012592,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,266,
LESTE,17/01/2025,3,FACEBOOK,A02545,40012594,40012594,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,267,
LESTE,17/01/2025,3,FACEBOOK,A05235,40012596,40012596,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,268,
LESTE,17/01/2025,3,FACEBOOK,A05228,40012597,40012597,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,269,
LESTE,17/01/2025,3,FACEBOOK,A05230,40012587,40012587,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,270,
LESTE,17/01/2025,3,FACEBOOK,A05232,870012605,870012605,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,271,
LESTE,17/01/2025,3,FACEBOOK,A06676,40012291,40012291,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,272,
LESTE,17/01/2025,3,SAC,A07687,360012675,360012675,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,23/01/2025,6,ABRIGO,273,
LESTE,17/01/2025,3,FACEBOOK,A05262,750012299,750012299,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,28/01/2025,11,ABRIGO,274,
LESTE,17/01/2025,3,COP,T17502,VERIFICAR,310008066,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,22/01/2025,5,TOTEM,275,
MATRIZ,17/01/2025,3,FACEBOOK,A03302,680015951,680015951,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,21/01/2025,4,ABRIGO,276,
LESTE,17/01/2025,3,LIDIA,A02566,80014480,80014480,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,29/01/2025,12,ABRIGO,277,
LESTE,17/01/2025,3,FACEBOOK,A02543,870012608,870012608,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,278,
LESTE,17/01/2025,3,FACEBOOK,A02544,870012607,870012607,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,28/01/2025,11,ABRIGO,279,
LESTE,17/01/2025,3,FACEBOOK,A05233,870012610,870012610,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,280,
SUL,17/01/2025,3,LIDIA,CRIAR CODIGO,VERIFICAR,370010256,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,29/01/2025,12,TOTEM,281,
MATRIZ,17/01/2025,3,LIDIA,T05648,VERIFICAR,130001628,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,29/01/2025,12,TOTEM,282,
MATRIZ,17/01/2025,3,COP,A06703,910002021,910002021,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,29/01/2025,12,ABRIGO,283,
SUL,17/01/2025,3,TWITTER,T10596,720010462,720010462,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,31/01/2025,14,TOTEM,284,
LESTE,17/01/2025,3,FACEBOOK,A05265,40005594,40005594,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,23/01/2025,6,ABRIGO,285,
SUL,17/01/2025,3,SAC,A08582,1903924-1,1903924,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,286,
LESTE,17/01/2025,3,FACEBOOK,CRIAR CODIGO,VERIFICAR,404636,BRUTLISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,28/01/2025,11,ABRIGO,287,
LESTE,17/01/2025,3,FACEBOOK,A05249,409059,409059,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,288,
LESTE,17/01/2025,3,FACEBOOK,T16944,409075,409075,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,TOTEM,289,
LESTE,17/01/2025,3,FACEBOOK,A07886,40012288,40012288,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,290,
LESTE,17/01/2025,3,FACEBOOK,A05247,40012289,40012289,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,291,
LESTE,17/01/2025,3,FACEBOOK,A05251,40012292-1,40012292,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,292,
LESTE,17/01/2025,3,FACEBOOK,A05253,40012293,40012293,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,293,
LESTE,17/01/2025,3,FACEBOOK,A05255,40012294,40012294,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,294,
LESTE,17/01/2025,3,FACEBOOK,A05257,40012295,40012295,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,295,
LESTE,17/01/2025,3,FACEBOOK,A05256,40012302,40012302,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,296,
LESTE,17/01/2025,3,FACEBOOK,A05254,404636,40012303,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,297,
LESTE,17/01/2025,3,FACEBOOK,A08682,40012304,40012304,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,298,
LESTE,17/01/2025,3,FACEBOOK,A07531,40012305-1,40012305,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,299,
LESTE,17/01/2025,3,FACEBOOK,A05250,40012306,40012306,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,300,
LESTE,17/01/2025,3,FACEBOOK,A05248,40012307,40012307,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,301,
LESTE,17/01/2025,3,FACEBOOK,A05246,40012308,40012308,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,302,
LESTE,17/01/2025,3,FACEBOOK,A08723,40012309-1,40012309,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,303,
LESTE,17/01/2025,3,FACEBOOK,A08681,40012337,40012337,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,304,
LESTE,17/01/2025,3,FACEBOOK,A05245,40012343,40012343,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,305,
LESTE,17/01/2025,3,FACEBOOK,A05259,750012296,750012296,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,306,
LESTE,17/01/2025,3,FACEBOOK,A05242,750012297-1,750012297,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,307,
LESTE,17/01/2025,3,FACEBOOK,A07162,750012298,750012298,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,308,
LESTE,17/01/2025,3,FACEBOOK,A05260,750012300,750012300,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,309,
LESTE,17/01/2025,3,FACEBOOK,A05258,750012301,750012301,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,22/01/2025,5,ABRIGO,310,
LESTE,17/01/2025,3,FACEBOOK,A07040,750012693,750012693,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,20/01/2025,3,ABRIGO,311,
LESTE,17/01/2025,3,FACEBOOK,T14178,750012695,750012695,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,20/01/2025,3,TOTEM,312,
LESTE,17/01/2025,3,TWITTER,A00373,260016920,260016920,MINIMALISTA TOP,ADESIVO,CONCLUIDO,1,0,100%,24/01/2025,7,ABRIGO,313,
